Configuration,Cache_Line_Size,L1I_Size,L1I_Assoc,L1D_Size,L1D_Assoc,L2_Size,L2_Assoc,sim_seconds,CPI,L1D_Miss_Rate,L1I_Miss_Rate,L2_Miss_Rate,sim_insts
speclibm_cl64_l1i16kB_l1ia2_l1d16kB_l1da4_l2256kB_l2a8,64,16kB,2,16kB,4,256kB,8,0.026269,2.626925,0.060935,0.001119,0.998661,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d16kB_l1da4_l22MB_l2a4,64,16kB,2,16kB,4,2MB,4,0.026101,2.610071,0.060935,0.001119,0.998661,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d16kB_l1da4_l22MB_l2a8,64,16kB,2,16kB,4,2MB,8,0.026101,2.610071,0.060935,0.001119,0.998661,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d16kB_l1da4_l2512kB_l2a4,64,16kB,2,16kB,4,512kB,4,0.026288,2.628758,0.060935,0.001119,0.998661,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d16kB_l1da4_l2512kB_l2a8,64,16kB,2,16kB,4,512kB,8,0.026288,2.628758,0.060935,0.001119,0.998661,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l21MB_l2a4,64,16kB,2,32kB,2,1MB,4,0.026179,2.617866,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l21MB_l2a8,64,16kB,2,32kB,2,1MB,8,0.026179,2.617866,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l2256kB_l2a4,64,16kB,2,32kB,2,256kB,4,0.026269,2.626925,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l2256kB_l2a8,64,16kB,2,32kB,2,256kB,8,0.026269,2.626925,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l22MB_l2a4,64,16kB,2,32kB,2,2MB,4,0.026101,2.610080,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l22MB_l2a8,64,16kB,2,32kB,2,2MB,8,0.026101,2.610080,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l2512kB_l2a4,64,16kB,2,32kB,2,512kB,4,0.026229,2.622887,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da2_l2512kB_l2a8,64,16kB,2,32kB,2,512kB,8,0.026229,2.622887,0.060935,0.001121,0.998648,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l21MB_l2a4,64,16kB,2,32kB,4,1MB,4,0.026225,2.622529,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l21MB_l2a8,64,16kB,2,32kB,4,1MB,8,0.026171,2.617087,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l2256kB_l2a4,64,16kB,2,32kB,4,256kB,4,0.026288,2.628767,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l2256kB_l2a8,64,16kB,2,32kB,4,256kB,8,0.026269,2.626925,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l22MB_l2a4,64,16kB,2,32kB,4,2MB,4,0.026101,2.610071,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l22MB_l2a8,64,16kB,2,32kB,4,2MB,8,0.026101,2.610071,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l2512kB_l2a4,64,16kB,2,32kB,4,512kB,4,0.026288,2.628758,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d32kB_l1da4_l2512kB_l2a8,64,16kB,2,32kB,4,512kB,8,0.026288,2.628758,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l21MB_l2a4,64,16kB,2,64kB,2,1MB,4,0.026225,2.622529,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l21MB_l2a8,64,16kB,2,64kB,2,1MB,8,0.026171,2.617087,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l2256kB_l2a4,64,16kB,2,64kB,2,256kB,4,0.026288,2.628767,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l2256kB_l2a8,64,16kB,2,64kB,2,256kB,8,0.026269,2.626925,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l22MB_l2a4,64,16kB,2,64kB,2,2MB,4,0.026101,2.610071,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l22MB_l2a8,64,16kB,2,64kB,2,2MB,8,0.026101,2.610071,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l2512kB_l2a4,64,16kB,2,64kB,2,512kB,4,0.026288,2.628758,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da2_l2512kB_l2a8,64,16kB,2,64kB,2,512kB,8,0.026288,2.628758,0.060935,0.001119,0.998668,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l21MB_l2a4,64,16kB,2,64kB,4,1MB,4,0.026225,2.622529,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l21MB_l2a8,64,16kB,2,64kB,4,1MB,8,0.026171,2.617087,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l2256kB_l2a4,64,16kB,2,64kB,4,256kB,4,0.026288,2.628767,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l2256kB_l2a8,64,16kB,2,64kB,4,256kB,8,0.026269,2.626925,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l22MB_l2a4,64,16kB,2,64kB,4,2MB,4,0.026101,2.610071,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l22MB_l2a8,64,16kB,2,64kB,4,2MB,8,0.026101,2.610071,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l2512kB_l2a4,64,16kB,2,64kB,4,512kB,4,0.026288,2.628758,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia2_l1d64kB_l1da4_l2512kB_l2a8,64,16kB,2,64kB,4,512kB,8,0.026288,2.628758,0.060934,0.001119,0.998674,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l21MB_l2a4,64,16kB,4,128kB,2,1MB,4,0.026194,2.619423,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l21MB_l2a8,64,16kB,4,128kB,2,1MB,8,0.026194,2.619423,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l2256kB_l2a4,64,16kB,4,128kB,2,256kB,4,0.026184,2.618406,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l2256kB_l2a8,64,16kB,4,128kB,2,256kB,8,0.026183,2.618257,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l22MB_l2a4,64,16kB,4,128kB,2,2MB,4,0.026100,2.610022,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l22MB_l2a8,64,16kB,4,128kB,2,2MB,8,0.026100,2.610022,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l2512kB_l2a4,64,16kB,4,128kB,2,512kB,4,0.026285,2.628486,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da2_l2512kB_l2a8,64,16kB,4,128kB,2,512kB,8,0.026285,2.628486,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l21MB_l2a4,64,16kB,4,128kB,4,1MB,4,0.026194,2.619423,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l21MB_l2a8,64,16kB,4,128kB,4,1MB,8,0.026194,2.619423,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l2256kB_l2a4,64,16kB,4,128kB,4,256kB,4,0.026185,2.618481,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l2256kB_l2a8,64,16kB,4,128kB,4,256kB,8,0.026182,2.618241,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l22MB_l2a4,64,16kB,4,128kB,4,2MB,4,0.026100,2.610022,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l22MB_l2a8,64,16kB,4,128kB,4,2MB,8,0.026100,2.610022,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l2512kB_l2a4,64,16kB,4,128kB,4,512kB,4,0.026285,2.628486,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d128kB_l1da4_l2512kB_l2a8,64,16kB,4,128kB,4,512kB,8,0.026285,2.628486,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l21MB_l2a4,64,16kB,4,16kB,2,1MB,4,0.026194,2.619423,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l21MB_l2a8,64,16kB,4,16kB,2,1MB,8,0.026194,2.619423,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l2256kB_l2a4,64,16kB,4,16kB,2,256kB,4,0.026288,2.628767,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l2256kB_l2a8,64,16kB,4,16kB,2,256kB,8,0.026257,2.625652,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l22MB_l2a4,64,16kB,4,16kB,2,2MB,4,0.026100,2.610022,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l22MB_l2a8,64,16kB,4,16kB,2,2MB,8,0.026100,2.610022,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l2512kB_l2a4,64,16kB,4,16kB,2,512kB,4,0.026285,2.628486,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da2_l2512kB_l2a8,64,16kB,4,16kB,2,512kB,8,0.026285,2.628486,0.060938,0.001024,0.998975,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l21MB_l2a4,64,16kB,4,16kB,4,1MB,4,0.026194,2.619423,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l21MB_l2a8,64,16kB,4,16kB,4,1MB,8,0.026194,2.619423,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l2256kB_l2a4,64,16kB,4,16kB,4,256kB,4,0.026277,2.627703,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l2256kB_l2a8,64,16kB,4,16kB,4,256kB,8,0.026288,2.628767,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l22MB_l2a4,64,16kB,4,16kB,4,2MB,4,0.026100,2.610022,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l22MB_l2a8,64,16kB,4,16kB,4,2MB,8,0.026100,2.610022,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l2512kB_l2a4,64,16kB,4,16kB,4,512kB,4,0.026285,2.628486,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d16kB_l1da4_l2512kB_l2a8,64,16kB,4,16kB,4,512kB,8,0.026285,2.628486,0.060935,0.001023,0.999049,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l21MB_l2a4,64,16kB,4,32kB,2,1MB,4,0.026194,2.619423,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l21MB_l2a8,64,16kB,4,32kB,2,1MB,8,0.026194,2.619423,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l2256kB_l2a4,64,16kB,4,32kB,2,256kB,4,0.026260,2.626002,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l2256kB_l2a8,64,16kB,4,32kB,2,256kB,8,0.026288,2.628767,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l22MB_l2a4,64,16kB,4,32kB,2,2MB,4,0.026100,2.610022,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l22MB_l2a8,64,16kB,4,32kB,2,2MB,8,0.026100,2.610022,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l2512kB_l2a4,64,16kB,4,32kB,2,512kB,4,0.026285,2.628486,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da2_l2512kB_l2a8,64,16kB,4,32kB,2,512kB,8,0.026285,2.628486,0.060935,0.001024,0.999036,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l21MB_l2a4,64,16kB,4,32kB,4,1MB,4,0.026194,2.619423,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l21MB_l2a8,64,16kB,4,32kB,4,1MB,8,0.026194,2.619423,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l2256kB_l2a4,64,16kB,4,32kB,4,256kB,4,0.026260,2.626002,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l2256kB_l2a8,64,16kB,4,32kB,4,256kB,8,0.026288,2.628767,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l22MB_l2a4,64,16kB,4,32kB,4,2MB,4,0.026100,2.610022,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l22MB_l2a8,64,16kB,4,32kB,4,2MB,8,0.026100,2.610022,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l2512kB_l2a4,64,16kB,4,32kB,4,512kB,4,0.026285,2.628486,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d32kB_l1da4_l2512kB_l2a8,64,16kB,4,32kB,4,512kB,8,0.026285,2.628486,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l21MB_l2a4,64,16kB,4,64kB,2,1MB,4,0.026194,2.619423,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l21MB_l2a8,64,16kB,4,64kB,2,1MB,8,0.026194,2.619423,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l2256kB_l2a4,64,16kB,4,64kB,2,256kB,4,0.026260,2.626002,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l2256kB_l2a8,64,16kB,4,64kB,2,256kB,8,0.026288,2.628767,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l22MB_l2a4,64,16kB,4,64kB,2,2MB,4,0.026100,2.610022,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l22MB_l2a8,64,16kB,4,64kB,2,2MB,8,0.026100,2.610022,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l2512kB_l2a4,64,16kB,4,64kB,2,512kB,4,0.026285,2.628486,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da2_l2512kB_l2a8,64,16kB,4,64kB,2,512kB,8,0.026285,2.628486,0.060935,0.001023,0.999056,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l21MB_l2a4,64,16kB,4,64kB,4,1MB,4,0.026194,2.619423,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l21MB_l2a8,64,16kB,4,64kB,4,1MB,8,0.026194,2.619423,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l2256kB_l2a4,64,16kB,4,64kB,4,256kB,4,0.026260,2.626002,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l2256kB_l2a8,64,16kB,4,64kB,4,256kB,8,0.026288,2.628767,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l22MB_l2a4,64,16kB,4,64kB,4,2MB,4,0.026100,2.610022,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l22MB_l2a8,64,16kB,4,64kB,4,2MB,8,0.026100,2.610022,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l2512kB_l2a4,64,16kB,4,64kB,4,512kB,4,0.026285,2.628486,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i16kB_l1ia4_l1d64kB_l1da4_l2512kB_l2a8,64,16kB,4,64kB,4,512kB,8,0.026285,2.628486,0.060934,0.001023,0.999062,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l21MB_l2a4,64,32kB,2,128kB,2,1MB,4,0.026171,2.617087,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l21MB_l2a8,64,32kB,2,128kB,2,1MB,8,0.026171,2.617087,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l2256kB_l2a4,64,32kB,2,128kB,2,256kB,4,0.026187,2.618652,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l2256kB_l2a8,64,32kB,2,128kB,2,256kB,8,0.026183,2.618257,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l22MB_l2a4,64,32kB,2,128kB,2,2MB,4,0.026067,2.606680,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l22MB_l2a8,64,32kB,2,128kB,2,2MB,8,0.026067,2.606680,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l2512kB_l2a4,64,32kB,2,128kB,2,512kB,4,0.026238,2.623810,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da2_l2512kB_l2a8,64,32kB,2,128kB,2,512kB,8,0.026238,2.623810,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l21MB_l2a4,64,32kB,2,128kB,4,1MB,4,0.026171,2.617087,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l21MB_l2a8,64,32kB,2,128kB,4,1MB,8,0.026171,2.617087,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l2256kB_l2a4,64,32kB,2,128kB,4,256kB,4,0.026182,2.618198,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l2256kB_l2a8,64,32kB,2,128kB,4,256kB,8,0.026182,2.618198,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l22MB_l2a4,64,32kB,2,128kB,4,2MB,4,0.026067,2.606680,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l22MB_l2a8,64,32kB,2,128kB,4,2MB,8,0.026067,2.606680,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l2512kB_l2a4,64,32kB,2,128kB,4,512kB,4,0.026238,2.623810,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d128kB_l1da4_l2512kB_l2a8,64,32kB,2,128kB,4,512kB,8,0.026238,2.623810,0.060934,0.000926,0.999451,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l21MB_l2a4,64,32kB,2,16kB,2,1MB,4,0.026171,2.617087,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l21MB_l2a8,64,32kB,2,16kB,2,1MB,8,0.026168,2.616803,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l2256kB_l2a4,64,32kB,2,16kB,2,256kB,4,0.026317,2.631700,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l2256kB_l2a8,64,32kB,2,16kB,2,256kB,8,0.026317,2.631700,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l22MB_l2a4,64,32kB,2,16kB,2,2MB,4,0.026067,2.606680,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l22MB_l2a8,64,32kB,2,16kB,2,2MB,8,0.026067,2.606680,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l2512kB_l2a4,64,32kB,2,16kB,2,512kB,4,0.026238,2.623810,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da2_l2512kB_l2a8,64,32kB,2,16kB,2,512kB,8,0.026238,2.623810,0.060937,0.000928,0.999364,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l21MB_l2a4,64,32kB,2,16kB,4,1MB,4,0.026171,2.617087,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l21MB_l2a8,64,32kB,2,16kB,4,1MB,8,0.026168,2.616803,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l2256kB_l2a4,64,32kB,2,16kB,4,256kB,4,0.026269,2.626925,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l2256kB_l2a8,64,32kB,2,16kB,4,256kB,8,0.026269,2.626925,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l22MB_l2a4,64,32kB,2,16kB,4,2MB,4,0.026067,2.606680,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l22MB_l2a8,64,32kB,2,16kB,4,2MB,8,0.026067,2.606680,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l2512kB_l2a4,64,32kB,2,16kB,4,512kB,4,0.026238,2.623810,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d16kB_l1da4_l2512kB_l2a8,64,32kB,2,16kB,4,512kB,8,0.026238,2.623810,0.060935,0.000926,0.999437,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l21MB_l2a4,64,32kB,2,32kB,2,1MB,4,0.026171,2.617087,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l21MB_l2a8,64,32kB,2,32kB,2,1MB,8,0.026171,2.617087,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l2256kB_l2a4,64,32kB,2,32kB,2,256kB,4,0.026269,2.626925,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l2256kB_l2a8,64,32kB,2,32kB,2,256kB,8,0.026317,2.631700,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l22MB_l2a4,64,32kB,2,32kB,2,2MB,4,0.026067,2.606680,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l22MB_l2a8,64,32kB,2,32kB,2,2MB,8,0.026067,2.606680,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l2512kB_l2a4,64,32kB,2,32kB,2,512kB,4,0.026238,2.623810,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da2_l2512kB_l2a8,64,32kB,2,32kB,2,512kB,8,0.026238,2.623810,0.060935,0.000928,0.999424,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da4_l21MB_l2a4,64,32kB,2,32kB,4,1MB,4,0.026171,2.617087,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da4_l21MB_l2a8,64,32kB,2,32kB,4,1MB,8,0.026171,2.617087,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da4_l2256kB_l2a4,64,32kB,2,32kB,4,256kB,4,0.026269,2.626925,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da4_l2256kB_l2a8,64,32kB,2,32kB,4,256kB,8,0.026317,2.631700,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da4_l22MB_l2a4,64,32kB,2,32kB,4,2MB,4,0.026067,2.606680,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da4_l22MB_l2a8,64,32kB,2,32kB,4,2MB,8,0.026067,2.606680,0.060935,0.000926,0.999444,10000000
speclibm_cl64_l1i32kB_l1ia2_l1d32kB_l1da4_l2512kB_l2a4,64,32kB,2,32kB,4,512kB,4,0.026238,2.623810,0.060935,0.000926,0.999444,10000000
